priority_group,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_datum_cd,huc_cd,huc8_name,parameter_count,parameter_codes,parameter_names,site_web_url
4_tualatin,14206900,"FANNO CREEK AT 56TH AVE, AT PORTLAND, OR",ST,45.4881944,-122.73475,NAD83,17090010,Tualatin,2,"00060,00065","discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14206900/
4_tualatin,14206339,"ROCK CREEK ABOVE BETHANY LAKE, NEAR BETHANY, OR",ST,45.55696389,-122.8752222,NAD83,17090010,Tualatin,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14206339/
4_tualatin,14206340,"ROCK CREEK BELOW BETHANY LAKE, NEAR BETHANY, OR",ST,45.55566667,-122.8739722,NAD83,17090010,Tualatin,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/14206340/
4_tualatin,142063391,"ROCK CREEK NEAR BETHANY LAKE, NEAR BETHANY, OR",ST,45.55603056,-122.874236,NAD83,17090010,Tualatin,2,"00010,00065","water_temperature,gage_height",https://waterdata.usgs.gov/monitoring-location/142063391/
4_upper_willamette,14173500,"CALAPOOIA RIVER AT ALBANY, OR",ST,44.62002778,-123.1284722,NAD83,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14173500/
4_upper_willamette,14170000,"LONG TOM RIVER AT MONROE, OR",ST,44.3128333,-123.296361,NAD83,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14170000/
4_upper_willamette,14169000,"LONG TOM RIVER NEAR ALVADORE, OR",ST,44.1226111,-123.3003056,NAD83,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14169000/
4_upper_willamette,14166500,"LONG TOM RIVER NEAR NOTI, OR",ST,44.04984478,-123.4262097,NAD27,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14166500/
4_upper_willamette,14190610,"LUCKIAMUTE RIVER NEAR BUENA VISTA, OR",ST,44.73008889,-123.1623,NAD83,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14190610/
4_upper_willamette,14190500,"LUCKIAMUTE RIVER NEAR SUVER, OR",ST,44.78317527,-123.2345435,NAD27,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14190500/
4_upper_willamette,14171000,"MARYS RIVER NEAR PHILOMATH, OR",ST,44.525,-123.334,NAD83,17090003,Upper Willamette,3,"00010,00060,00065","water_temperature,discharge,gage_height",https://waterdata.usgs.gov/monitoring-location/14171000/
4_upper_willamette,441351123090900,WILLAMETTE R SIDE CHANNEL ON RB NEAR RM 164.8,ST,44.23076389,-123.152436,NAD83,17090003,Upper Willamette,3,"00010,00095,00300","water_temperature,specific_conductance,dissolved_oxygen",https://waterdata.usgs.gov/monitoring-location/441351123090900/
4_upper_willamette,441558123103500,WILLAMETTE R SIDE CHANNEL ON LB NEAR RM 161.3,ST,44.26624444,-123.1764333,NAD83,17090003,Upper Willamette,2,"00010,00300","water_temperature,dissolved_oxygen",https://waterdata.usgs.gov/monitoring-location/441558123103500/
